crop_age_days,sat_ndvi,sat_ndre,sat_ndwi,sat_evi,sat_temp_celsius,sat_diurnal_temp_range,sat_solar_radiation_kwh_m2,sat_precipitation_mm,gdd,hydro_thermal_index,factory_sugar_recovery_pct
401.2,0.758,0.4818,0.4053,0.763,26.0,9.7,7.64,0.06,559.9,69.7,12.85
402.6,0.7126,0.247,0.5683,0.5748,27.3,9.5,6.59,0.68,615.7,37.42,12.85
313.5,0.8205,0.4026,0.6024,0.843,23.4,8.3,7.17,1.41,358.6,24.69,12.85
296.3,0.7766,0.2884,0.3918,0.7055,32.1,9.6,7.69,0.19,594.6,62.01,12.85
430.4,0.6988,0.3346,0.4061,0.5408,29.1,9.8,7.13,3.87,734.1,14.33,12.85
430.6,0.6864,0.5615,0.309,0.5969,31.9,11.7,8.14,0.12,857.9,84.94,12.85
445.4,0.6277,0.2413,0.6199,0.5042,25.5,13.0,6.95,3.99,600.7,18.08,12.85
457.4,0.711,0.4551,0.5318,0.685,26.5,10.4,5.91,1.84,665.2,21.69,12.85
352.9,0.6742,0.2404,0.4073,0.5722,26.7,13.5,5.96,0.6,518.1,50.22,12.85
350.4,0.8439,0.3739,0.4989,0.907,22.4,10.0,5.03,0.74,363.0,28.9,12.85
427.6,0.6264,0.1134,0.4518,0.4666,26.8,9.6,6.35,2.03,631.7,20.19,12.85
389.0,0.7596,0.3454,0.4919,0.6748,33.2,11.9,8.37,1.38,826.5,41.75,12.85
402.5,0.803,0.3818,0.2864,0.7182,34.6,7.2,8.57,1.67,908.2,23.16,12.85
426.9,0.6402,0.2195,0.5522,0.5178,29.3,7.7,5.91,0.74,736.6,26.23,12.85
451.4,0.8537,0.2765,0.23,0.7368,28.4,10.8,9.32,1.0,739.3,50.04,12.85
307.9,0.6145,0.4275,0.3731,0.4834,22.4,15.5,7.26,6.89,321.2,14.25,12.85
317.7,0.7852,0.2987,0.4038,0.7584,34.3,13.5,9.13,0.36,708.6,90.48,12.85
244.4,0.7036,0.2118,0.3481,0.6005,22.2,7.8,8.18,0.81,248.9,35.19,11.2
370.4,0.7188,0.3836,0.5884,0.6407,35.2,14.6,8.25,0.52,860.2,79.47,12.85
229.3,0.6558,0.5262,0.4267,0.5558,28.8,13.6,5.38,2.17,386.4,23.06,11.44
341.1,0.7801,0.5128,0.4418,0.802,26.8,12.5,5.99,2.17,504.3,23.65,12.85
361.1,0.7874,0.3953,0.5872,0.8188,34.9,14.4,5.04,0.52,828.3,47.72,12.85
294.5,0.8817,0.2682,0.3225,0.9011,22.3,10.6,8.22,0.13,304.6,77.58,12.85
373.6,0.7411,0.46,0.4605,0.6549,30.1,9.0,6.55,0.02,677.7,57.91,12.85
227.9,0.819,0.4561,0.5457,0.7041,29.7,11.6,8.54,0.84,403.1,53.98,11.79
229.7,0.7678,0.3854,0.6097,0.7919,25.1,11.9,6.53,0.79,300.2,43.47,11.45
433.9,0.6939,0.2977,0.1838,0.5467,28.0,11.8,8.69,6.68,694.4,13.39,12.85
313.6,0.6936,0.3224,0.5092,0.5894,31.1,12.1,5.59,0.95,600.1,34.6,12.85
253.0,0.8746,0.1895,0.2966,0.8362,32.2,15.5,5.78,0.44,510.6,62.18,11.96
355.8,0.8631,0.5164,0.2992,0.825,22.0,15.1,6.53,3.33,356.1,22.83,12.85
420.2,0.6577,0.2412,0.4581,0.5263,35.1,14.9,6.84,1.01,971.3,50.55,12.85
276.1,0.8973,0.6071,0.705,1.0006,24.3,14.2,6.57,1.37,339.7,39.37,12.85
382.0,0.8481,0.326,0.2878,0.7464,25.3,15.5,8.44,0.15,506.9,113.56,12.85
242.2,0.9048,0.3338,0.5862,0.9795,25.7,7.9,5.44,0.72,331.5,24.87,11.41
233.4,0.585,0.3039,0.2668,0.4447,22.5,9.4,6.58,4.33,245.8,11.59,10.18
358.2,0.6301,0.0972,0.3851,0.482,23.7,11.5,8.77,1.34,419.9,43.0,12.85
360.6,0.8416,0.4658,0.5694,0.9174,35.8,14.6,5.3,0.63,858.5,47.44,12.85
385.7,0.7833,0.3706,0.2921,0.6801,26.4,11.5,9.24,1.47,556.0,43.13,12.85
408.8,0.8358,0.5598,0.5915,0.891,23.6,13.7,9.44,3.62,474.8,28.06,12.85
473.7,0.7111,0.457,0.5159,0.6497,23.5,8.3,5.4,0.48,544.7,30.09,12.85
354.2,0.6535,0.3111,0.4183,0.5073,32.1,9.3,6.31,1.06,711.0,28.47,12.85
304.0,0.8805,0.6354,0.6179,1.0029,34.0,13.6,6.68,4.78,667.6,15.69,12.85
426.7,0.8283,0.3696,0.4066,0.7545,25.6,8.5,8.49,0.28,580.3,56.12,12.85
290.4,0.8949,0.4853,0.4562,1.0129,22.3,10.2,7.68,1.91,298.9,26.85,12.85
334.1,0.6739,0.2183,0.4541,0.545,25.1,9.4,7.9,1.43,438.5,30.51,12.85
240.4,0.7523,0.426,0.5467,0.7533,22.8,10.1,8.41,1.71,259.4,31.52,12.0
226.6,0.7651,0.1621,0.2669,0.6142,23.4,13.4,5.53,0.65,259.4,44.86,10.61
470.3,0.8956,0.5849,0.5801,0.9304,28.0,10.3,8.75,0.57,754.4,57.64,12.85
437.4,0.8942,0.5514,0.6229,0.9913,25.2,12.0,8.18,1.73,578.1,35.94,12.85
401.0,0.7226,0.4406,0.4345,0.7161,29.2,7.9,7.6,0.36,690.6,44.0,12.85
326.3,0.8539,0.4885,0.4917,0.941,25.5,14.2,9.0,0.82,442.1,70.62,12.85
265.1,0.7475,0.6394,0.5225,0.7411,35.2,10.3,8.15,0.31,614.1,64.14,12.85
260.7,0.7837,0.3914,0.5118,0.8099,34.7,12.8,5.91,0.01,591.3,74.9,12.85
285.1,0.7589,0.2133,0.6322,0.6513,29.9,13.5,6.93,5.26,511.3,14.98,11.97
362.8,0.8229,0.3159,0.3815,0.7564,27.0,8.9,7.22,0.85,542.8,34.74,12.85
405.8,0.849,0.5085,0.4256,0.7953,27.3,15.0,5.25,5.23,622.3,12.61,12.85
391.7,0.7235,0.2738,0.4356,0.6402,27.8,12.5,9.3,0.23,617.5,95.07,12.85
292.8,0.6871,0.3368,0.5155,0.5963,32.2,10.9,5.58,1.33,591.0,26.02,12.78
468.3,0.7408,0.3168,0.671,0.6911,28.3,8.6,8.14,0.34,764.3,52.62,12.85
411.9,0.7087,0.2057,0.5336,0.5829,34.0,15.5,7.28,2.34,905.8,33.72,12.85
364.1,0.9,0.3478,0.3774,0.9843,35.2,13.8,5.12,2.3,845.4,21.41,12.85
379.0,0.593,0.2879,0.4324,0.4586,26.7,8.9,9.16,0.18,557.3,68.93,12.85
329.1,0.6662,0.4814,0.4491,0.5587,29.8,10.0,8.83,3.65,587.4,19.08,12.85
284.4,0.8218,0.3393,0.6781,0.805,23.3,14.3,7.36,0.32,322.3,79.37,12.85
312.6,0.7034,0.4247,0.7265,0.6712,24.8,13.3,6.03,1.42,400.3,32.99,12.85
417.0,0.7734,0.3765,0.4604,0.7708,27.8,13.9,5.55,6.36,658.4,10.46,12.85
223.7,0.7673,0.5457,0.5018,0.7464,24.9,11.0,6.64,3.21,288.3,17.29,10.78
250.2,0.6473,0.4126,0.3852,0.5137,34.3,13.4,6.15,4.7,557.2,14.5,11.3
232.0,0.7032,0.2864,0.5984,0.6393,24.2,10.5,7.28,0.63,283.4,46.82,11.05
230.6,0.6572,0.1788,0.2673,0.5128,28.4,8.9,9.35,0.17,377.7,71.29,11.29
442.4,0.8552,0.2321,0.5985,0.8279,30.5,12.7,7.59,0.31,817.6,73.35,12.85
403.0,0.8002,0.2871,0.5958,0.7532,31.7,15.8,9.0,1.04,793.3,69.63,12.85
343.3,0.5695,0.2115,0.3659,0.4184,27.4,9.8,7.93,2.36,527.4,23.09,12.85
245.4,0.8161,0.2769,0.5185,0.7442,34.2,11.1,7.14,0.24,544.1,63.97,11.78
347.8,0.8409,0.3828,0.6618,0.924,30.0,13.1,8.85,1.62,624.6,44.16,12.85
343.1,0.8284,0.4682,0.5242,0.8999,28.2,11.9,7.12,0.59,554.2,53.3,12.85
265.0,0.7654,0.3086,0.389,0.6915,22.9,14.6,8.91,0.63,290.0,79.94,12.84
332.8,0.6595,0.392,0.2209,0.5072,28.5,13.9,6.31,1.63,549.3,33.3,12.85
323.6,0.6022,0.308,0.432,0.4695,33.5,7.5,5.58,0.94,695.5,21.6,12.85
380.1,0.8246,0.2938,0.6484,0.7846,30.6,16.0,8.85,2.51,707.2,40.33,12.85
385.1,0.894,0.5637,0.6509,1.0296,33.7,13.8,7.64,0.25,833.8,83.92,12.85
231.8,0.8078,0.4047,0.2058,0.6992,28.9,14.8,9.0,2.34,392.1,39.81,12.11
317.4,0.7173,0.5164,0.5053,0.6878,23.7,12.9,9.22,0.1,370.0,107.84,12.85
382.7,0.665,0.3767,0.2884,0.5248,22.2,14.7,5.24,0.32,390.0,58.24,12.85
350.8,0.8605,0.5878,0.7598,0.9671,26.2,8.0,7.25,1.6,499.7,22.34,12.85
442.7,0.6752,0.3885,0.4475,0.5799,31.8,10.1,6.69,2.9,875.3,17.39,12.85
391.3,0.7239,0.3388,0.7239,0.699,33.1,14.9,7.82,0.44,824.1,80.99,12.85
262.4,0.6608,0.3481,0.4171,0.557,26.1,8.8,8.57,0.59,371.0,47.39,12.26
238.3,0.6922,0.5353,0.3712,0.635,28.9,7.7,6.26,1.16,403.7,22.38,11.57
387.0,0.7973,0.4771,0.2281,0.6986,27.9,14.1,7.51,0.36,615.2,77.97,12.85
226.9,0.6432,0.2187,0.3686,0.5077,27.7,14.5,8.19,2.5,357.3,33.97,11.07
372.3,0.8213,0.5255,0.5834,0.8843,25.2,8.5,5.6,2.23,492.9,14.69,12.85
464.5,0.7442,0.3928,0.4278,0.7483,23.9,14.7,8.66,0.24,553.1,103.0,12.85
369.6,0.7629,0.4319,0.5034,0.775,24.8,13.2,7.73,0.93,471.4,52.64,12.85
320.9,0.7221,0.3336,0.6913,0.6764,22.8,11.7,9.27,2.24,345.8,33.47,12.85
387.3,0.7693,0.5393,0.559,0.7743,24.8,14.5,6.53,0.62,494.7,58.42,12.85
339.1,0.8044,0.1904,0.4825,0.6754,22.1,10.8,5.49,1.5,343.5,23.61,12.85
361.9,0.7348,0.4366,0.4545,0.6475,30.8,8.7,7.28,0.08,679.6,59.1,12.85
464.8,0.6225,0.2029,0.4547,0.5089,26.4,9.6,5.39,1.41,670.6,21.4,12.85
320.4,0.6896,0.3837,0.484,0.6324,35.6,11.5,9.36,0.25,756.9,86.59,12.85
469.9,0.8786,0.4188,0.5076,0.8591,24.7,11.8,5.17,2.66,597.4,16.64,12.85
455.4,0.8195,0.3782,0.5457,0.7163,26.8,14.3,8.39,0.66,675.9,72.08,12.85
270.9,0.8713,0.5277,0.504,0.9086,27.0,14.1,7.36,0.5,406.6,69.51,12.85
238.0,0.7557,0.4067,0.4405,0.7533,22.1,12.2,6.66,2.76,240.9,21.68,11.65
246.2,0.6749,0.4674,0.3926,0.5796,33.7,14.0,5.3,0.08,535.5,68.97,12.44
224.7,0.8014,0.2478,0.4538,0.6886,22.4,8.7,7.8,0.76,234.8,38.72,10.84
244.6,0.7225,0.3958,0.2404,0.6062,35.2,7.5,7.63,0.69,566.5,33.59,11.65
397.6,0.6411,0.2622,0.2621,0.5193,34.5,14.9,6.26,0.5,894.1,61.95,12.85
238.5,0.6806,0.2347,0.5613,0.5742,29.5,7.7,9.1,3.64,417.3,15.05,10.46
302.9,0.7761,0.3432,0.7056,0.7595,29.6,9.2,6.37,2.09,533.5,19.03,12.85
439.7,0.7602,0.3377,0.4217,0.7285,31.2,13.3,7.02,0.1,842.1,84.73,12.85
226.1,0.7894,0.5487,0.4159,0.7895,27.4,10.7,7.45,1.88,348.5,27.62,11.67
431.8,0.8054,0.5172,0.2844,0.7497,31.1,14.9,5.45,1.12,823.0,38.21,12.85
293.3,0.7898,0.4075,0.4247,0.8107,22.6,9.7,9.19,3.47,311.7,19.93,12.85
250.7,0.6734,0.3564,0.3634,0.5504,22.8,7.1,6.69,0.56,269.7,30.4,11.52
401.2,0.6772,0.4093,0.465,0.5945,28.4,9.7,5.36,1.28,657.9,22.83,12.85
383.5,0.7726,0.6265,0.7313,0.7787,29.7,12.2,6.74,1.04,678.6,40.29,12.85
448.1,0.6492,0.3927,0.5123,0.5196,34.4,10.4,7.7,1.01,1005.2,39.81,12.85
411.1,0.8161,0.4733,0.3911,0.7012,23.5,11.8,7.31,0.91,471.4,45.14,12.85
428.9,0.8168,0.3704,0.5172,0.8672,33.5,14.9,8.13,0.35,922.9,89.93,12.85
293.3,0.888,0.4471,0.4219,0.8704,24.9,15.2,5.25,2.11,379.6,25.64,12.85
266.1,0.849,0.4195,0.4402,0.8882,27.5,9.4,6.28,0.9,413.0,31.04,12.6
415.2,0.6217,0.4431,0.4478,0.4662,26.4,11.2,8.69,4.77,599.2,16.79,12.85
429.8,0.6865,0.3872,0.5015,0.6347,27.6,11.9,5.36,0.45,670.5,44.04,12.85
477.5,0.8583,0.4082,0.6255,0.8166,24.1,15.5,8.85,1.72,578.1,50.53,12.85
327.3,0.7276,0.12,0.3932,0.5826,29.0,16.0,5.41,4.24,558.0,16.52,12.58
316.7,0.7148,0.3037,0.4209,0.664,33.2,9.1,8.76,1.63,672.2,30.31,12.85
421.9,0.8184,0.385,0.3397,0.7391,28.2,13.5,6.62,3.08,682.6,22.01,12.85
308.6,0.7401,0.2371,0.2846,0.6638,28.9,10.4,7.75,2.64,520.6,22.19,12.85
462.0,0.6338,0.1016,0.467,0.4874,33.9,7.1,5.69,0.67,1011.0,24.09,12.85
443.2,0.6818,0.178,0.3868,0.5499,31.9,7.1,5.3,1.37,881.3,15.8,12.85
331.5,0.8297,0.2251,0.5049,0.7696,28.9,11.1,5.97,0.25,559.2,53.04,12.85
415.2,0.7487,0.3669,0.3927,0.6144,25.6,11.4,5.58,1.15,565.0,29.55,12.85
416.2,0.7546,0.4608,0.4518,0.7644,34.4,7.2,6.41,0.39,931.8,33.13,12.85
246.8,0.6685,0.422,0.2587,0.5094,30.1,13.2,7.31,2.04,446.2,31.69,12.07
454.7,0.8984,0.5423,0.3462,0.9277,25.1,9.6,7.65,1.13,595.4,34.7,12.85
351.4,0.6363,0.1177,0.518,0.4969,25.8,12.0,8.55,0.79,483.7,57.39,12.85
434.9,0.8773,0.4044,0.2978,0.8433,33.2,9.7,7.95,0.47,923.9,52.54,12.85
303.2,0.7635,0.4146,0.7322,0.7811,22.6,8.5,7.74,9.97,322.0,6.0,12.69
452.8,0.8089,0.1892,0.2436,0.7061,35.9,10.7,6.85,0.11,1081.8,65.75,12.85
321.2,0.7279,0.393,0.6331,0.728,23.8,9.1,7.13,0.07,379.8,60.77,12.85
222.8,0.7641,0.1491,0.4868,0.6592,33.1,11.8,6.87,0.37,471.1,59.31,10.5
455.4,0.8347,0.5377,0.5303,0.8743,27.5,8.8,8.79,5.31,707.1,12.23,12.85
243.7,0.8633,0.5781,0.3447,0.8828,28.9,11.6,6.04,5.81,411.7,10.26,11.68
303.0,0.8501,0.5068,0.7325,0.9291,34.3,8.4,5.03,1.6,676.6,16.29,12.85
467.0,0.6901,0.5428,0.554,0.6227,27.8,13.0,7.93,3.18,737.0,24.73,12.85
467.2,0.6614,0.5834,0.3679,0.5828,29.5,13.8,5.91,0.36,818.7,59.87,12.85
369.1,0.7624,0.3567,0.4466,0.6548,22.7,8.0,9.01,5.37,394.6,11.31,12.85
384.3,0.7337,0.198,0.5323,0.6134,22.0,11.2,8.87,0.23,385.5,80.73,12.85
336.6,0.7671,0.465,0.5916,0.7859,25.4,7.6,5.35,0.16,452.0,35.2,12.85
296.2,0.6485,0.4155,0.488,0.5405,31.5,12.4,5.48,0.18,578.5,57.57,12.85
305.5,0.7282,0.3074,0.3039,0.6456,23.7,9.4,7.23,1.28,357.3,29.78,12.85
394.9,0.8216,0.5445,0.4503,0.8545,23.6,11.7,7.74,2.28,457.7,27.75,12.85
415.6,0.7708,0.5446,0.4413,0.6961,27.8,11.7,6.24,0.69,654.7,43.15,12.85
425.8,0.7757,0.4154,0.4225,0.8053,31.1,15.3,8.23,5.72,812.0,18.76,12.85
425.3,0.912,0.4111,0.5465,1.0194,32.0,11.9,7.68,0.85,849.3,49.43,12.85
243.7,0.7532,0.3364,0.6902,0.7174,24.5,12.2,6.46,0.24,304.6,63.59,11.74
348.5,0.839,0.6356,0.6458,0.9076,23.1,10.6,5.11,0.94,387.4,27.97,12.85
235.0,0.6088,0.136,0.3807,0.4575,35.2,15.5,8.38,1.7,544.3,48.13,11.15
362.9,0.8548,0.2829,0.5771,0.795,25.6,14.0,5.97,2.68,495.3,22.7,12.85
334.8,0.7431,0.3635,0.3206,0.6814,33.9,9.6,8.76,0.92,734.8,43.61,12.85
450.8,0.7348,0.2711,0.3085,0.6271,34.1,14.6,6.89,1.35,995.8,42.8,12.85
311.2,0.7653,0.3432,0.6225,0.7585,32.8,10.9,7.6,0.47,647.9,56.42,12.85
250.4,0.9054,0.4593,0.5358,1.0476,24.4,14.5,8.93,1.56,309.6,50.48,12.85
257.2,0.7393,0.3464,0.3836,0.6691,33.5,14.4,8.89,6.4,553.1,17.3,11.79
418.0,0.7317,0.1977,0.2865,0.6448,32.8,8.7,6.67,0.08,868.2,53.97,12.85
380.7,0.803,0.4193,0.4544,0.8546,30.4,13.3,5.94,3.26,698.8,18.54,12.85
246.3,0.7365,0.3995,0.4648,0.669,26.7,9.6,8.49,1.24,362.6,36.45,12.08
241.9,0.7255,0.3242,0.3828,0.661,25.7,9.7,6.95,0.44,330.8,46.84,11.44
402.3,0.6724,0.3932,0.4224,0.5722,23.7,9.7,5.86,4.65,470.9,10.04,12.85
238.9,0.8595,0.5717,0.5467,0.9519,29.1,13.5,9.07,0.99,409.4,61.65,12.83
433.7,0.7036,0.3797,0.6595,0.6428,30.2,9.1,5.89,0.6,789.0,33.3,12.85
403.6,0.7982,0.3303,0.6838,0.8149,27.0,7.0,5.12,0.3,606.7,27.57,12.85
241.2,0.8976,0.3415,0.5373,1.0076,28.7,13.4,5.09,0.42,401.6,48.16,11.72
242.1,0.8729,0.4082,0.5433,0.8461,27.1,8.5,7.8,2.68,365.2,18.09,12.0
476.5,0.8036,0.367,0.6823,0.7624,31.0,7.9,7.98,1.43,904.2,26.07,12.85
317.3,0.7476,0.5675,0.4805,0.7451,34.6,9.1,6.4,3.67,717.7,12.53,12.85
316.4,0.6982,0.2031,0.6639,0.6056,24.3,10.4,6.44,0.4,389.0,48.07,12.85
431.3,0.7407,0.3238,0.5115,0.727,27.3,11.3,6.53,0.19,661.6,61.7,12.85
466.3,0.81,0.4453,0.5565,0.8641,24.0,7.4,8.06,0.01,558.2,59.12,12.85
476.4,0.7975,0.3307,0.3557,0.79,30.7,15.7,5.26,1.06,893.1,40.12,12.85
415.9,0.8769,0.3848,0.5403,0.9516,32.2,13.4,9.18,9.57,840.2,11.68,12.85
317.8,0.8394,0.4347,0.7163,0.8945,35.0,9.9,6.0,1.78,732.5,21.38,12.85
241.7,0.8194,0.6248,0.5357,0.8655,25.9,9.9,9.5,0.55,336.1,60.35,12.82
422.1,0.8682,0.3816,0.3348,0.8531,35.3,11.0,5.77,3.14,983.5,15.38,12.85
365.2,0.7869,0.1892,0.1653,0.6494,22.9,12.6,8.47,2.28,397.5,32.61,12.85
330.3,0.7315,0.3088,0.4879,0.655,30.4,8.3,6.01,0.02,609.1,48.81,12.85
455.7,0.7371,0.4779,0.5898,0.7052,22.8,8.7,5.36,2.55,492.1,13.16,12.85
248.9,0.6462,0.2447,0.3293,0.5537,34.5,14.7,8.94,0.54,560.4,85.73,12.0
348.1,0.7063,0.5661,0.6545,0.6698,29.4,9.3,8.86,0.24,606.3,66.36,12.85
223.0,0.7133,0.3547,0.4035,0.6238,31.4,10.4,6.82,0.38,431.9,51.29,10.86
341.9,0.8032,0.3669,0.549,0.8011,33.6,14.8,8.16,0.95,739.8,62.17,12.85
234.6,0.6841,0.233,0.6226,0.5596,24.1,13.0,7.51,0.83,284.0,53.2,11.22
250.9,0.736,0.4061,0.5925,0.7139,22.5,10.1,8.84,0.51,264.4,58.92,12.32
250.6,0.8713,0.4848,0.5886,0.8964,34.3,13.2,6.42,0.28,558.9,65.77,12.64
388.8,0.7515,0.4446,0.3305,0.643,26.4,7.2,7.36,2.15,560.2,16.74,12.85
414.0,0.6525,0.2887,0.2682,0.5401,23.8,13.6,7.18,6.92,488.7,12.35,12.85
371.7,0.8223,0.4208,0.6233,0.8539,28.6,11.4,6.59,2.26,615.4,23.05,12.85
470.2,0.7495,0.5075,0.3689,0.6933,30.4,14.3,9.01,0.53,864.0,84.54,12.85
317.5,0.7031,0.2408,0.6214,0.5868,22.4,15.6,5.75,0.42,331.2,63.04,12.85
294.3,0.8813,0.5079,0.5611,1.0068,25.8,15.3,5.67,0.37,407.5,63.57,12.85
445.8,0.8244,0.3927,0.7014,0.8513,22.5,15.2,7.6,0.22,466.3,94.5,12.85
278.1,0.8488,0.3967,0.4386,0.9396,27.9,11.6,7.96,1.2,441.8,41.96,12.85
470.4,0.8888,0.4984,0.369,0.8955,34.5,10.2,5.88,1.39,1060.0,25.13,12.85
223.2,0.8925,0.5728,0.4195,0.915,35.8,11.2,6.76,1.83,530.2,26.68,11.71
472.2,0.744,0.4004,0.4591,0.7456,30.9,13.2,9.26,1.71,893.3,45.13,12.85
231.2,0.829,0.3644,0.4356,0.8211,24.3,15.0,6.11,0.52,283.5,60.17,11.5
451.7,0.7884,0.3815,0.3758,0.7897,34.7,8.9,8.01,0.6,1024.5,44.32,12.85
357.2,0.7913,0.2117,0.3358,0.7051,29.2,15.3,8.33,1.72,615.4,46.81,12.85
478.2,0.6582,0.2835,0.3226,0.5679,24.2,14.3,7.02,0.64,581.1,61.16,12.85
239.2,0.7852,0.1286,0.3708,0.6661,34.9,15.8,9.22,0.36,547.8,107.28,11.69
364.0,0.746,0.2947,0.5855,0.6367,32.6,14.9,8.31,0.7,750.0,72.84,12.85
472.0,0.5734,0.2355,0.3213,0.4165,32.2,9.5,7.06,0.48,955.5,45.53,12.85
356.0,0.5928,0.2847,0.5349,0.4404,31.9,8.0,7.56,0.14,709.5,52.82,12.85
383.6,0.8815,0.6083,0.5451,1.0091,24.8,8.0,8.12,2.66,491.2,17.77,12.85
400.9,0.6517,0.294,0.4232,0.5319,25.0,9.6,7.66,2.88,519.3,19.02,12.85
338.2,0.7974,0.5095,0.4758,0.797,31.6,12.5,8.95,0.37,664.1,81.75,12.85
383.2,0.8085,0.3497,0.7436,0.8452,25.1,14.2,6.61,0.1,501.0,85.48,12.85
371.9,0.8676,0.3795,0.6201,0.8912,28.1,15.1,6.35,2.01,600.3,31.8,12.85
454.3,0.8482,0.2562,0.3917,0.7558,32.9,12.6,5.96,0.36,951.7,55.44,12.85
231.8,0.7454,0.4954,0.386,0.7253,33.0,7.1,5.17,0.75,486.2,20.83,11.16
293.1,0.7819,0.5836,0.5508,0.7613,28.3,8.7,5.19,0.1,479.0,40.99,12.85
467.1,0.8088,0.615,0.5602,0.8277,33.1,7.9,8.92,0.38,985.2,50.84,12.85
451.5,0.7499,0.4809,0.4674,0.7381,33.7,10.3,8.05,2.36,981.5,24.6,12.85
338.5,0.7646,0.6325,0.5411,0.7894,31.2,11.5,7.97,2.45,648.7,26.62,12.85
381.2,0.8626,0.3777,0.5798,0.888,25.2,7.4,7.77,0.35,503.2,42.58,12.85
292.1,0.719,0.2286,0.4808,0.6284,25.8,10.1,8.82,0.61,404.2,55.4,12.85
268.9,0.8739,0.315,0.6274,0.9253,26.4,8.6,7.16,0.22,387.4,50.71,12.46
340.6,0.6257,0.2014,0.1823,0.4772,23.6,12.8,8.92,0.12,396.3,102.5,12.85
311.9,0.7781,0.5758,0.6998,0.8017,25.8,11.2,6.62,7.28,431.1,8.94,12.85
371.8,0.5838,0.1559,0.434,0.4429,24.9,11.5,9.17,1.6,480.8,40.43,12.85
240.2,0.8686,0.2227,0.6607,0.8354,28.4,10.8,8.14,1.17,393.3,40.69,11.67
473.3,0.9025,0.5672,0.6521,1.0186,34.7,15.6,6.16,2.18,1075.3,30.26,12.85
476.4,0.8333,0.3437,0.408,0.8433,23.5,8.9,7.54,2.75,546.1,17.96,12.85
401.5,0.8189,0.4435,0.5863,0.7764,32.1,11.6,7.4,2.47,806.4,24.87,12.85
359.4,0.831,0.2912,0.6596,0.8129,31.6,13.6,5.62,0.03,705.2,74.71,12.85
300.5,0.7248,0.3335,0.564,0.7101,23.3,12.0,7.66,0.31,340.8,70.23,12.85
431.6,0.8164,0.5378,0.6715,0.7605,34.9,15.4,6.42,1.6,989.0,37.97,12.85
398.0,0.8564,0.3626,0.7152,0.9385,30.0,10.4,5.24,0.71,714.8,31.91,12.85
262.3,0.6283,0.2216,0.2446,0.483,27.1,11.2,9.27,6.07,395.8,14.65,11.51
456.8,0.8101,0.3219,0.4509,0.8377,32.6,7.8,7.89,1.64,940.7,23.27,12.85
433.9,0.7492,0.4828,0.4222,0.7474,25.6,12.5,8.95,4.7,590.2,19.57,12.85
466.9,0.8563,0.1841,0.2624,0.7755,31.7,9.6,8.04,0.34,920.3,57.69,12.85
408.7,0.7634,0.5443,0.3988,0.7036,22.6,8.4,6.61,2.99,431.4,13.97,12.85
379.5,0.8655,0.3569,0.6113,0.7833,33.8,11.9,7.31,0.58,825.5,54.99,12.85
328.7,0.8956,0.5969,0.4323,0.9795,28.3,11.8,8.04,6.84,535.0,12.09,12.85
462.5,0.6807,0.2599,0.3716,0.6079,30.9,7.7,9.32,0.26,874.8,56.95,12.85
445.2,0.8721,0.3302,0.411,0.9189,25.1,13.3,6.14,1.09,583.1,39.04,12.85
231.8,0.7149,0.1878,0.3983,0.5972,31.5,12.6,8.94,2.36,451.4,33.54,11.16
226.9,0.7524,0.1682,0.5277,0.6458,32.8,8.7,9.16,0.85,472.1,43.07,10.81
317.9,0.7425,0.4256,0.2128,0.5959,28.6,11.2,8.02,0.95,528.5,46.22,12.85
430.7,0.6441,0.386,0.3526,0.5346,30.6,13.5,9.19,6.44,803.3,16.65,12.85
476.7,0.8982,0.5679,0.336,0.9477,28.4,11.8,6.79,0.83,781.2,43.63,12.85
259.1,0.7728,0.5694,0.6845,0.7873,34.5,10.6,9.29,1.39,583.4,41.04,12.85
374.5,0.6888,0.5276,0.6272,0.6352,29.0,9.9,8.16,0.08,635.5,74.55,12.85
319.0,0.7458,0.3875,0.5902,0.6801,33.8,12.5,5.19,2.77,695.0,17.2,12.85
472.2,0.7304,0.5653,0.4789,0.7305,33.2,15.5,9.08,1.57,1001.9,54.66,12.85
439.0,0.8989,0.5859,0.6518,0.9889,27.7,13.0,7.18,0.78,691.2,52.73,12.85
438.0,0.8293,0.5963,0.7298,0.8979,25.2,7.7,7.07,0.02,579.0,52.96,12.85
341.9,0.8326,0.5303,0.3222,0.8274,27.7,11.1,7.55,1.34,536.2,35.9,12.85
327.9,0.6733,0.1748,0.6475,0.5592,33.6,15.0,5.67,0.02,707.1,83.59,12.85
291.1,0.5592,0.1619,0.2209,0.4104,25.2,7.9,7.11,0.0,383.9,55.72,12.43
234.7,0.8499,0.3113,0.5815,0.8983,29.3,15.9,8.74,1.44,406.9,57.05,12.13
444.8,0.6655,0.3006,0.245,0.5275,33.3,15.5,5.07,0.31,946.8,59.95,12.85
431.4,0.8273,0.422,0.4116,0.7672,26.9,7.7,6.23,0.32,644.8,36.36,12.85
479.9,0.7576,0.3088,0.3531,0.7133,31.0,15.4,5.01,1.59,911.4,29.81,12.85
479.1,0.7856,0.4703,0.3538,0.7607,25.4,10.3,6.87,0.08,643.9,65.16,12.85
364.4,0.6771,0.4882,0.714,0.6113,23.5,14.6,8.28,0.56,420.2,77.28,12.85
