crop_age_days,sat_ndvi,sat_ndre,sat_ndwi,sat_evi,sat_temp_celsius,sat_diurnal_temp_range,sat_solar_radiation_kwh_m2,sat_precipitation_mm,gdd,hydro_thermal_index,factory_sugar_recovery_pct
401.2,0.644,0.5088,0.4728,0.5464,35.7,14.5,8.18,0.84,952.5,64.7,12.85
402.6,0.8105,0.3885,0.5838,0.8206,23.4,12.9,5.8,0.33,457.5,56.06,12.85
313.5,0.7066,0.3584,0.3786,0.6589,26.2,12.5,6.14,3.63,446.5,16.62,12.72
296.3,0.6174,0.3315,0.6113,0.4692,30.9,10.0,8.65,0.29,561.1,67.2,12.85
430.4,0.7383,0.3174,0.4377,0.6629,26.9,14.4,9.26,0.51,641.4,88.36,12.85
430.6,0.6555,0.3387,0.3028,0.5268,35.0,7.3,5.61,1.09,990.3,19.71,12.85
445.4,0.6132,0.217,0.3956,0.4778,22.9,14.8,7.24,0.46,486.4,73.65,12.85
457.4,0.8244,0.5682,0.7097,0.8714,29.7,11.6,5.96,0.35,809.3,51.18,12.85
352.9,0.7493,0.1166,0.1695,0.6036,30.3,10.6,5.27,1.37,644.9,23.53,12.85
350.4,0.7171,0.4498,0.4573,0.6387,31.1,11.5,6.46,0.14,670.6,65.09,12.85
427.6,0.6342,0.3448,0.3462,0.5016,25.6,13.0,5.65,0.09,580.6,67.39,12.85
389.0,0.7554,0.6282,0.6554,0.7617,27.1,7.1,8.19,0.7,587.5,34.33,12.85
402.5,0.7078,0.5509,0.5031,0.6469,33.8,14.8,7.4,1.91,877.9,37.72,12.85
426.9,0.7484,0.3103,0.4426,0.6449,24.7,11.0,5.65,1.21,543.4,28.11,12.85
451.4,0.695,0.4777,0.6671,0.6222,33.6,10.1,5.04,0.82,974.0,27.87,12.85
307.9,0.8828,0.3483,0.688,0.9607,29.9,8.2,8.64,1.25,550.4,31.63,12.85
317.7,0.806,0.6557,0.4665,0.8594,32.7,11.0,5.79,0.68,656.6,37.72,12.85
244.4,0.8798,0.3575,0.5266,0.8209,32.0,11.5,7.73,4.13,488.6,17.29,11.43
370.4,0.8461,0.5311,0.6726,0.9218,24.9,10.6,6.52,0.08,477.9,63.87,12.85
229.3,0.8406,0.6507,0.5668,0.9198,30.0,13.1,7.63,1.68,412.0,37.36,12.45
341.1,0.833,0.6095,0.4792,0.9025,34.1,10.8,6.42,3.33,755.4,16.0,12.85
361.1,0.741,0.4557,0.6941,0.7053,28.0,15.7,5.39,2.44,579.5,24.51,12.85
294.5,0.8104,0.4279,0.4847,0.812,35.5,12.4,6.0,0.31,693.0,57.01,12.85
373.6,0.7698,0.4019,0.6275,0.7075,28.3,14.3,5.85,0.53,610.2,54.65,12.85
227.9,0.8562,0.4428,0.7215,0.9152,24.0,8.0,6.93,1.89,273.5,19.11,11.38
229.7,0.8042,0.3707,0.6826,0.7831,27.5,10.6,7.96,0.13,355.0,74.38,11.97
433.9,0.8532,0.6148,0.4096,0.8944,35.3,10.0,6.19,2.51,1012.0,17.7,12.85
313.6,0.8752,0.3874,0.633,0.8734,26.5,12.1,5.05,1.9,454.0,21.11,12.85
253.0,0.7722,0.3137,0.715,0.7677,34.2,14.8,7.34,1.96,560.6,36.53,12.31
355.8,0.7685,0.4613,0.5718,0.7754,34.3,7.7,7.73,0.16,794.7,51.39,12.85
420.2,0.6806,0.225,0.2534,0.5485,26.9,7.7,9.33,1.9,626.2,24.65,12.85
276.1,0.8121,0.5301,0.6387,0.8505,23.2,14.7,7.65,1.71,308.3,41.4,12.85
382.0,0.8035,0.318,0.5233,0.7838,32.1,8.9,7.12,2.67,769.4,17.32,12.85
242.2,0.7319,0.391,0.7313,0.7199,26.4,13.0,7.58,0.06,347.8,92.77,12.49
233.4,0.7555,0.3685,0.4875,0.6928,33.0,11.9,9.18,0.04,489.3,105.36,12.33
358.2,0.7586,0.2135,0.4239,0.6873,28.2,14.5,8.73,0.7,580.1,74.41,12.85
360.6,0.9141,0.6089,0.5416,1.0655,28.8,8.1,6.45,0.24,605.5,42.23,12.85
385.7,0.7787,0.5216,0.4912,0.6881,32.9,8.2,6.07,1.23,805.8,22.26,12.85
408.8,0.8309,0.3916,0.6201,0.8862,27.4,12.0,6.18,3.74,627.6,15.67,12.85
473.7,0.7926,0.2929,0.6487,0.7561,28.2,15.5,7.27,0.75,767.6,64.64,12.85
354.2,0.7517,0.5383,0.5397,0.7017,27.3,10.7,8.35,2.8,540.8,23.61,12.85
304.0,0.7337,0.4287,0.6181,0.6413,27.1,9.9,7.26,0.0,460.3,72.2,12.85
426.7,0.7528,0.5929,0.4067,0.713,29.4,12.5,5.31,0.28,741.0,51.77,12.85
290.4,0.6773,0.4224,0.2733,0.5742,33.3,15.4,8.26,0.05,619.3,121.31,12.85
334.1,0.6008,0.1519,0.1692,0.4481,27.1,14.5,8.63,0.6,503.4,78.52,12.85
240.4,0.6791,0.3227,0.2892,0.568,29.3,16.0,6.3,3.58,416.8,21.95,11.0
226.6,0.5523,0.2937,0.2925,0.3979,31.4,7.2,7.99,0.15,439.4,49.91,10.93
470.3,0.9182,0.5359,0.5111,1.0886,25.8,8.0,6.92,1.4,647.7,23.12,12.85
437.4,0.8788,0.6617,0.6491,1.0013,25.9,12.5,9.0,0.9,607.3,59.12,12.85
401.0,0.8922,0.4388,0.4083,0.8922,35.1,14.4,8.8,4.18,924.9,24.44,12.85
326.3,0.7625,0.4021,0.5482,0.7517,32.1,9.6,7.36,0.2,656.9,58.91,12.85
265.1,0.6492,0.2035,0.4525,0.5438,30.1,9.2,8.11,0.36,479.2,54.7,11.8
260.7,0.8488,0.3306,0.4324,0.8852,31.1,14.1,8.98,0.04,497.1,120.95,12.85
285.1,0.7148,0.6301,0.6269,0.6891,22.4,7.5,7.23,0.85,296.8,29.29,12.85
362.8,0.9076,0.3785,0.6344,1.0584,30.7,10.3,6.41,0.49,676.7,44.47,12.85
405.8,0.6512,0.2757,0.3093,0.5533,29.1,11.6,8.39,3.06,695.3,23.88,12.85
391.7,0.8324,0.3755,0.7167,0.878,29.6,12.0,5.99,1.39,690.9,30.15,12.85
292.8,0.853,0.3423,0.4288,0.7948,27.0,13.6,6.75,1.43,440.1,37.68,12.85
468.3,0.8203,0.5296,0.4509,0.8905,23.1,10.2,8.9,1.14,521.7,42.4,12.85
411.9,0.7702,0.3203,0.2962,0.6232,24.7,12.5,8.26,0.14,523.3,90.31,12.85
364.1,0.8331,0.5787,0.4899,0.8443,35.3,12.3,6.82,0.88,848.8,44.41,12.85
379.0,0.8325,0.5266,0.6159,0.8546,27.7,11.9,5.97,11.42,595.9,5.73,12.85
329.1,0.7247,0.5255,0.5833,0.6889,28.5,12.8,6.6,2.7,544.1,22.75,12.85
284.4,0.6984,0.2835,0.241,0.5635,22.7,9.3,6.28,3.36,305.4,13.45,11.68
312.6,0.8525,0.4173,0.5494,0.9435,22.5,7.8,5.79,2.6,329.0,12.49,12.85
417.0,0.6902,0.3088,0.3909,0.5656,32.0,8.1,8.34,0.16,835.8,57.92,12.85
223.7,0.7348,0.5855,0.675,0.6944,29.5,9.0,6.13,0.39,392.3,39.9,11.33
250.2,0.7952,0.1664,0.6448,0.7033,29.1,11.5,7.04,0.0,428.4,80.64,12.02
232.0,0.7661,0.1997,0.2684,0.6833,25.4,14.6,6.74,0.54,310.9,63.6,11.1
230.6,0.8704,0.3164,0.5424,0.895,32.4,13.3,9.42,0.17,471.0,106.94,12.24
442.4,0.8437,0.2211,0.4244,0.8198,24.4,14.1,6.76,0.96,546.6,48.63,12.85
403.0,0.6664,0.2758,0.5946,0.5352,24.7,10.2,5.36,1.7,510.1,20.2,12.85
343.3,0.8169,0.1462,0.3205,0.719,28.4,10.6,5.4,3.11,564.7,13.98,12.58
245.4,0.7522,0.5358,0.312,0.6858,26.0,10.5,7.66,2.07,343.8,26.26,12.3
347.8,0.7528,0.4975,0.5112,0.7407,25.5,8.7,7.7,4.19,468.3,12.95,12.85
343.1,0.8949,0.571,0.7017,1.021,31.0,7.6,6.88,0.08,653.0,48.0,12.85
265.0,0.6824,0.3884,0.33,0.539,31.1,12.3,6.94,0.02,506.6,83.99,12.85
332.8,0.8202,0.5022,0.3595,0.7784,33.5,15.9,5.24,1.62,717.0,31.77,12.85
323.6,0.5771,0.2263,0.4118,0.4338,27.8,8.5,7.32,0.51,512.9,41.17,12.85
380.1,0.6932,0.1398,0.1904,0.537,23.0,7.4,7.27,0.44,419.0,37.51,12.85
385.1,0.7207,0.4078,0.4666,0.6794,25.8,14.0,5.67,0.6,532.7,49.61,12.85
231.8,0.7696,0.546,0.3716,0.7429,35.7,9.3,5.47,0.47,549.8,34.45,11.45
317.4,0.8619,0.1883,0.3408,0.7776,30.3,14.5,5.56,1.07,582.4,38.75,12.85
382.7,0.6942,0.2696,0.5847,0.5794,31.9,13.3,5.45,0.87,763.0,38.9,12.85
350.8,0.5586,0.2841,0.432,0.406,22.1,15.5,7.74,1.08,354.4,57.82,12.85
442.7,0.7832,0.417,0.6628,0.8013,29.3,10.7,5.88,1.68,763.9,23.49,12.85
391.3,0.7545,0.5717,0.4491,0.7722,22.5,13.0,6.13,0.73,411.8,45.81,12.85
262.4,0.6065,0.3427,0.2792,0.4679,30.0,11.2,5.78,0.43,471.4,45.08,11.84
238.3,0.8099,0.1811,0.3431,0.7251,34.9,12.7,9.31,0.27,545.6,92.73,11.73
387.0,0.8696,0.5437,0.6292,0.9639,35.6,11.0,8.85,0.64,911.8,59.4,12.85
226.9,0.79,0.496,0.6822,0.8263,29.6,8.7,6.04,2.03,398.6,17.32,11.39
372.3,0.7817,0.2501,0.3703,0.7276,28.4,11.6,6.47,2.12,611.1,24.01,12.85
464.5,0.5965,0.1779,0.3639,0.4456,35.2,11.8,5.94,1.65,1079.0,26.38,12.85
369.6,0.577,0.4362,0.4806,0.4253,31.4,14.3,7.21,0.4,718.2,73.66,12.85
320.9,0.8135,0.54,0.4581,0.8062,22.9,13.6,5.09,1.33,350.1,29.74,12.85
387.3,0.8257,0.5601,0.6652,0.7865,28.5,13.0,8.02,1.27,639.8,45.88,12.85
339.1,0.6071,0.195,0.4255,0.4525,25.4,8.0,7.35,0.99,453.2,29.59,12.85
361.9,0.8339,0.4322,0.5144,0.8413,28.6,13.5,9.04,1.2,599.9,55.5,12.85
464.8,0.5904,0.391,0.5142,0.4339,28.4,11.5,5.74,1.02,761.1,32.76,12.85
320.4,0.8168,0.3284,0.3894,0.851,30.2,15.0,8.62,1.25,581.5,57.63,12.85
469.9,0.6984,0.3293,0.563,0.5967,27.0,15.3,8.56,1.89,704.6,45.34,12.85
455.4,0.8295,0.3522,0.5332,0.6976,24.3,7.5,5.57,0.17,560.1,35.58,12.85
270.9,0.751,0.4156,0.6231,0.7129,29.1,14.4,6.79,2.08,462.0,31.76,12.85
238.0,0.7683,0.3069,0.3599,0.7043,33.6,7.3,5.77,0.22,514.7,34.71,11.02
246.2,0.799,0.6352,0.6002,0.849,31.3,10.3,6.15,0.1,475.1,57.4,12.85
224.7,0.858,0.4847,0.4696,0.8733,26.7,11.9,6.18,5.6,331.2,11.13,10.85
244.6,0.675,0.229,0.653,0.5636,35.1,8.3,7.5,4.72,564.9,10.93,10.51
397.6,0.7152,0.4565,0.7169,0.6778,34.8,13.7,6.85,0.09,905.3,85.94,12.85
238.5,0.8182,0.3125,0.447,0.7465,24.9,7.1,9.26,0.88,308.4,34.9,11.55
302.9,0.8977,0.5036,0.4625,1.0282,22.6,8.5,5.57,0.31,319.7,36.23,12.85
439.7,0.8859,0.5397,0.3144,0.8761,32.4,12.2,9.38,1.0,896.0,57.46,12.85
226.1,0.7419,0.5277,0.6694,0.6936,33.6,13.4,6.04,2.66,488.0,22.16,11.5
431.8,0.663,0.2719,0.3358,0.5122,35.6,15.2,8.48,4.51,1016.8,23.46,12.85
293.3,0.7479,0.4822,0.3204,0.6813,34.5,13.3,6.53,1.51,658.6,34.72,12.85
250.7,0.8629,0.6241,0.5912,0.9437,30.4,13.0,5.64,0.66,461.5,44.48,12.85
401.2,0.8255,0.363,0.4389,0.8697,29.4,10.5,8.86,1.39,698.8,39.16,12.85
383.5,0.7028,0.1604,0.5812,0.588,22.4,7.0,6.39,0.56,398.5,28.7,12.85
448.1,0.7302,0.2164,0.2506,0.6213,25.5,8.1,7.96,3.61,602.9,13.97,12.85
411.1,0.7046,0.3628,0.4654,0.6754,28.4,11.8,7.55,3.06,675.7,21.93,12.85
428.9,0.8899,0.5706,0.4314,1.0173,30.8,13.1,7.12,1.23,806.3,41.85,12.85
293.3,0.648,0.1177,0.2962,0.5045,29.8,10.8,7.23,0.59,522.2,48.95,12.31
266.1,0.7872,0.4929,0.527,0.7415,32.4,13.6,8.3,0.52,542.8,74.04,12.85
415.2,0.7663,0.2072,0.286,0.6898,25.9,11.7,5.39,0.05,577.8,60.04,12.85
429.8,0.7633,0.3376,0.6392,0.7734,29.9,7.7,8.01,2.54,769.7,17.35,12.85
477.5,0.646,0.1897,0.4412,0.5004,23.2,8.7,9.03,0.9,536.5,41.54,12.85
327.3,0.598,0.1557,0.3273,0.4694,27.8,14.6,5.26,0.59,516.8,48.17,12.85
316.7,0.8821,0.4308,0.4477,0.9639,32.5,13.5,5.63,0.96,649.4,38.96,12.85
421.9,0.8278,0.3485,0.1876,0.6989,31.7,15.1,8.22,2.56,831.4,34.76,12.85
308.6,0.7148,0.4137,0.6048,0.6471,35.9,8.1,6.97,0.2,736.6,46.8,12.85
462.0,0.7423,0.3474,0.3624,0.6764,25.9,15.9,6.82,2.92,641.7,27.64,12.85
443.2,0.8087,0.517,0.3522,0.7481,29.0,8.9,5.62,3.42,752.3,11.3,12.85
331.5,0.8708,0.3244,0.6535,0.8572,26.6,7.1,7.28,4.4,484.5,9.58,12.85
415.2,0.879,0.2568,0.5348,0.9059,28.2,16.0,5.57,0.76,671.4,50.56,12.85
416.2,0.6103,0.4165,0.4892,0.4754,34.0,9.5,7.14,0.37,915.5,49.8,12.85
246.8,0.854,0.321,0.5772,0.8728,31.6,13.0,8.44,0.7,483.2,64.51,12.21
454.7,0.8405,0.3457,0.3938,0.8966,34.4,8.6,6.16,0.61,1016.4,32.93,12.85
351.4,0.8593,0.3258,0.489,0.9225,24.8,12.2,7.16,0.29,451.5,67.84,12.85
434.9,0.7598,0.1405,0.3016,0.6422,34.2,15.1,9.46,1.4,966.6,59.64,12.85
303.2,0.8516,0.2802,0.2099,0.7593,22.8,9.9,8.09,0.97,328.6,40.56,12.85
452.8,0.7311,0.1768,0.4758,0.6305,34.4,13.0,8.79,3.01,1016.2,28.54,12.85
321.2,0.8717,0.2717,0.3381,0.8495,26.6,8.7,6.87,0.05,469.2,56.9,12.85
222.8,0.6836,0.4972,0.4878,0.5942,26.4,12.6,8.46,1.55,321.0,41.88,11.58
455.4,0.8518,0.4444,0.3992,0.8924,29.2,10.0,5.18,2.16,781.9,16.45,12.85
243.7,0.6846,0.1768,0.5103,0.536,35.2,8.9,5.55,2.14,564.7,15.75,10.96
303.0,0.5811,0.3477,0.1747,0.4285,22.7,9.8,5.91,3.26,323.3,13.64,12.09
467.0,0.7169,0.3177,0.5778,0.6341,26.9,8.6,6.81,1.96,697.3,19.81,12.85
467.2,0.784,0.389,0.5916,0.781,34.0,15.1,8.81,3.94,1027.4,26.93,12.85
369.1,0.7753,0.4385,0.3011,0.6706,27.5,10.6,6.56,0.61,573.7,43.16,12.85
384.3,0.8248,0.4073,0.5549,0.8379,24.8,9.2,7.95,1.05,491.4,35.7,12.85
336.6,0.6894,0.2347,0.3779,0.5782,27.9,11.0,8.19,0.02,536.8,88.52,12.85
296.2,0.712,0.4796,0.5797,0.6942,27.4,9.9,7.64,0.01,456.1,74.72,12.85
305.5,0.7769,0.648,0.4834,0.7995,34.8,13.7,6.61,0.41,696.9,64.11,12.85
394.9,0.7255,0.5371,0.5516,0.6288,32.7,15.7,7.6,0.16,816.0,103.14,12.85
415.6,0.6677,0.3691,0.6228,0.548,29.1,10.9,6.54,0.45,709.5,49.28,12.85
425.8,0.7666,0.2374,0.5455,0.7045,35.8,14.7,5.38,0.29,1015.0,61.37,12.85
425.3,0.8637,0.4242,0.4261,0.8033,28.5,12.1,9.47,0.04,702.3,109.73,12.85
243.7,0.7748,0.393,0.6525,0.7624,22.8,8.4,5.57,3.6,263.6,10.19,10.79
348.5,0.7114,0.5599,0.6025,0.6866,25.7,13.2,5.33,0.01,476.5,69.52,12.85
235.0,0.8656,0.4956,0.5586,0.9157,28.1,11.6,8.95,2.0,378.4,34.7,12.27
362.9,0.764,0.3659,0.7213,0.7681,24.2,12.9,6.36,0.25,442.6,65.52,12.85
334.8,0.8362,0.2913,0.4265,0.8034,35.3,15.0,7.93,3.65,778.9,25.58,12.85
450.8,0.7064,0.4579,0.2431,0.5795,32.7,11.0,6.48,3.35,934.8,16.34,12.85
311.2,0.8889,0.4726,0.6694,0.9739,25.8,15.1,6.76,1.59,428.1,39.42,12.85
250.4,0.7636,0.543,0.4111,0.6906,30.3,13.8,6.18,1.67,457.6,31.8,12.54
257.2,0.7325,0.4412,0.4632,0.6979,32.1,11.4,6.54,0.01,516.9,73.99,12.85
418.0,0.7796,0.2731,0.4581,0.6935,35.2,12.4,6.85,6.29,968.8,11.68,12.85
380.7,0.6533,0.423,0.2815,0.5076,34.3,9.9,8.24,3.15,850.7,19.7,12.85
246.3,0.7607,0.5649,0.6081,0.7849,29.2,15.9,7.3,3.38,423.9,26.41,12.05
241.9,0.6006,0.329,0.387,0.4648,32.8,13.0,9.25,1.61,504.2,45.99,11.87
402.3,0.8717,0.3816,0.7605,0.9911,29.9,7.4,5.19,0.63,718.8,23.48,12.85
238.9,0.8368,0.3607,0.5138,0.9198,29.7,9.9,7.26,3.36,423.8,16.55,11.04
433.7,0.8788,0.62,0.4896,0.9666,23.6,12.6,7.63,0.52,503.4,63.42,12.85
403.6,0.6819,0.3522,0.7084,0.6247,23.8,7.5,9.14,1.24,474.9,30.62,12.85
241.2,0.683,0.4572,0.5524,0.6163,29.4,7.2,5.22,0.16,419.9,32.54,11.73
242.1,0.7989,0.5095,0.4078,0.8328,25.8,11.1,7.58,3.83,333.2,17.36,11.58
476.5,0.6515,0.2499,0.4627,0.5386,22.3,10.0,8.84,0.23,490.6,71.98,12.85
317.3,0.7599,0.2563,0.4755,0.7055,32.1,10.9,6.09,0.38,638.4,48.21,12.85
316.4,0.755,0.289,0.3725,0.7236,22.5,9.4,8.94,1.23,330.8,37.64,12.85
431.3,0.8693,0.3441,0.3816,0.8592,30.3,8.5,5.09,2.17,790.8,13.62,12.85
466.3,0.6974,0.4257,0.435,0.6145,29.5,13.2,8.3,1.45,818.3,44.73,12.85
476.4,0.851,0.2528,0.3303,0.8093,35.6,11.6,9.2,0.4,1122.5,76.63,12.85
415.9,0.7026,0.498,0.373,0.6409,28.8,8.8,7.96,0.0,697.8,69.94,12.85
317.8,0.7484,0.4528,0.5695,0.7466,22.9,9.9,6.98,2.12,346.1,22.06,12.85
241.7,0.6676,0.3594,0.414,0.5434,29.7,12.3,5.2,6.32,428.4,8.76,10.67
422.1,0.9125,0.442,0.6081,1.0663,33.8,7.7,9.14,2.49,919.0,20.03,12.85
365.2,0.836,0.528,0.3722,0.8664,36.0,8.3,7.12,0.92,874.8,30.79,12.85
330.3,0.8553,0.5703,0.4837,0.9275,28.0,7.7,5.13,3.51,529.3,8.71,12.85
455.7,0.81,0.2812,0.672,0.7972,26.5,14.3,8.1,0.79,660.0,64.75,12.85
248.9,0.8934,0.5959,0.4233,0.992,34.7,13.8,7.17,1.12,564.9,46.64,12.85
348.1,0.5603,0.2352,0.3482,0.4065,24.7,13.8,5.56,0.97,441.3,38.84,12.85
223.0,0.7916,0.559,0.7157,0.8129,30.6,13.4,5.96,0.89,415.0,42.43,11.56
341.9,0.7561,0.4481,0.3271,0.6109,27.7,13.0,5.29,2.24,536.0,21.27,12.85
234.6,0.8309,0.6381,0.59,0.894,22.6,11.3,7.58,1.12,248.1,40.36,12.36
250.9,0.8281,0.603,0.4612,0.9056,26.9,12.8,7.8,0.57,372.9,63.44,12.85
250.6,0.7136,0.2173,0.5625,0.6134,25.7,7.3,7.28,0.45,343.6,36.91,11.43
388.8,0.7222,0.3928,0.2819,0.6084,31.6,12.6,8.68,0.06,762.2,103.31,12.85
414.0,0.7111,0.3252,0.5189,0.6789,35.3,14.0,8.87,1.31,963.9,53.73,12.85
371.7,0.7347,0.2944,0.6299,0.632,25.8,11.5,7.77,0.39,511.2,64.21,12.85
470.2,0.7098,0.4952,0.4097,0.6887,33.4,10.2,5.06,0.24,1004.3,41.66,12.85
317.5,0.607,0.2421,0.3656,0.4637,22.8,9.5,8.13,1.59,342.1,29.79,12.85
294.3,0.8021,0.2735,0.4747,0.6879,29.5,12.8,6.88,1.71,516.0,32.41,12.85
445.8,0.7344,0.4222,0.586,0.7399,23.0,13.2,7.55,2.09,489.9,32.29,12.85
278.1,0.8803,0.5097,0.4014,0.9428,35.1,14.8,7.92,1.05,641.8,57.32,12.85
470.4,0.7411,0.5189,0.6245,0.7345,32.7,10.1,6.58,3.37,975.2,15.18,12.85
223.2,0.7776,0.2193,0.5751,0.7024,31.2,13.9,9.13,4.13,428.7,24.77,10.47
472.2,0.7076,0.3048,0.67,0.6627,33.5,12.1,5.6,2.47,1016.8,19.46,12.85
231.2,0.698,0.2984,0.5842,0.6386,31.1,14.9,8.02,1.51,440.8,47.68,11.55
451.7,0.7126,0.4464,0.4095,0.66,35.6,11.8,5.02,0.54,1064.4,38.23,12.85
357.2,0.7267,0.3522,0.5336,0.6911,32.0,11.7,9.16,6.11,714.2,15.03,12.85
478.2,0.8257,0.4206,0.6104,0.8262,34.9,12.2,5.51,0.48,1097.2,45.37,12.85
239.2,0.8731,0.376,0.6101,0.87,29.2,13.7,5.43,0.34,412.4,55.67,11.76
364.0,0.7645,0.4446,0.4977,0.6748,23.6,15.7,6.5,0.88,423.7,54.34,12.85
472.0,0.8723,0.4276,0.3981,0.9487,29.4,7.7,6.68,0.09,821.1,47.06,12.85
356.0,0.6763,0.4381,0.4795,0.5573,23.8,7.5,5.96,5.76,419.2,6.6,12.85
383.6,0.8262,0.4961,0.3667,0.8501,30.3,15.4,7.63,1.33,701.9,50.54,12.85
400.9,0.607,0.2002,0.4194,0.4817,28.8,11.8,6.99,1.22,671.7,37.05,12.85
338.2,0.7518,0.5275,0.64,0.7198,30.7,12.5,5.15,1.6,632.9,24.85,12.85
383.2,0.7282,0.6022,0.4078,0.7019,22.1,11.3,6.44,1.03,388.6,35.96,12.85
371.9,0.8383,0.4884,0.4255,0.7608,24.7,7.8,8.65,0.05,473.4,64.66,12.85
454.3,0.5929,0.1091,0.2701,0.4435,28.9,13.9,8.1,1.42,766.8,46.56,12.85
231.8,0.5955,0.2789,0.2008,0.4561,35.3,13.7,8.26,1.89,540.3,39.25,11.23
293.1,0.7847,0.4505,0.6953,0.7667,27.4,9.8,8.14,0.81,450.4,44.14,12.85
467.1,0.7837,0.3815,0.7077,0.8043,27.9,9.8,6.4,2.12,744.6,19.99,12.85
451.5,0.6159,0.1345,0.2602,0.4637,32.0,14.5,5.45,0.39,903.2,57.15,12.85
338.5,0.8698,0.5044,0.6155,0.9367,30.5,7.7,6.23,0.38,624.6,34.64,12.85
381.2,0.747,0.2855,0.5829,0.6647,26.2,14.9,8.74,0.26,540.8,103.26,12.85
292.1,0.792,0.302,0.6805,0.7542,27.8,9.3,9.41,0.7,460.1,51.61,12.85
268.9,0.8876,0.4415,0.7483,1.0123,25.0,12.3,7.22,2.82,350.9,23.35,12.85
340.6,0.7822,0.4822,0.3389,0.7104,35.5,15.4,5.04,2.64,801.1,21.37,12.85
311.9,0.8793,0.2677,0.6321,0.8899,23.8,13.1,5.63,0.72,368.9,42.79,12.85
371.8,0.8521,0.2218,0.3531,0.717,27.2,10.7,6.45,1.33,565.3,29.65,12.85
240.2,0.8209,0.3497,0.3192,0.6992,22.4,13.2,7.6,1.91,248.9,34.46,12.02
473.3,0.6157,0.3521,0.4508,0.4943,25.1,10.1,5.34,0.41,620.3,38.11,12.85
476.4,0.6752,0.4447,0.5907,0.5205,32.9,9.5,9.25,0.28,997.0,68.79,12.85
401.5,0.6831,0.5592,0.415,0.6231,24.8,16.0,6.64,5.37,514.6,16.66,12.85
359.4,0.777,0.2888,0.6865,0.7222,23.1,13.8,9.11,1.44,399.7,51.31,12.85
300.5,0.8213,0.5956,0.4021,0.8136,28.6,12.8,8.51,5.98,500.1,15.62,12.85
431.6,0.7184,0.3281,0.2466,0.5971,22.1,10.2,8.4,0.62,437.6,52.93,12.85
398.0,0.7573,0.3286,0.4593,0.6694,23.2,7.4,7.73,1.82,445.3,20.39,12.85
262.3,0.8824,0.5943,0.5066,0.9444,33.3,7.3,7.82,0.38,558.8,41.32,12.85
456.8,0.7876,0.3633,0.5813,0.8277,32.8,12.0,7.87,0.45,950.3,64.89,12.85
433.9,0.7883,0.3629,0.4027,0.6509,34.8,13.9,7.83,1.08,989.7,52.27,12.85
466.9,0.7849,0.5429,0.4389,0.8123,34.0,11.8,7.49,0.58,1025.6,56.21,12.85
408.7,0.7436,0.4813,0.3669,0.7002,31.6,14.6,9.44,0.28,799.6,107.82,12.85
379.5,0.8637,0.5057,0.5627,0.8876,22.7,7.3,8.3,0.46,407.3,41.55,12.85
328.7,0.8837,0.5856,0.4411,0.9064,33.0,10.3,8.5,0.05,689.0,82.99,12.85
462.5,0.6177,0.1783,0.1957,0.4693,33.8,9.1,8.93,1.83,1010.0,28.83,12.85
445.2,0.7161,0.1137,0.1921,0.5771,33.2,11.0,5.97,1.02,943.2,32.65,12.85
231.8,0.8908,0.516,0.503,0.9448,29.1,7.7,5.38,0.15,396.7,35.82,11.94
226.9,0.6258,0.2952,0.4631,0.5161,25.3,15.6,7.17,0.28,300.8,87.18,10.97
317.9,0.9069,0.4146,0.6447,1.0505,33.8,9.0,7.31,0.16,694.1,56.69,12.85
430.7,0.7084,0.2583,0.3004,0.6255,32.2,15.3,8.73,1.42,869.3,55.15,12.85
476.7,0.5831,0.3149,0.5557,0.4454,35.7,10.8,7.0,0.15,1131.2,66.0,12.85
259.1,0.8531,0.5107,0.5013,0.9019,24.2,15.9,7.57,2.11,315.6,38.68,12.85
374.5,0.8431,0.4007,0.5251,0.7877,25.2,12.0,7.37,0.03,492.8,85.7,12.85
319.0,0.869,0.3325,0.5788,0.8876,25.0,15.4,5.17,0.43,413.6,55.61,12.85
472.2,0.8367,0.3455,0.5614,0.8693,33.1,7.0,7.77,3.32,996.1,12.67,12.85
439.0,0.8963,0.5866,0.4093,1.0245,24.6,13.7,8.73,1.9,553.8,41.3,12.85
438.0,0.7601,0.5026,0.7184,0.7573,22.9,15.1,5.71,0.11,478.8,77.55,12.85
341.9,0.8941,0.3168,0.4939,0.9693,36.0,8.3,7.67,2.58,819.8,17.69,12.85
327.9,0.7875,0.344,0.6911,0.7837,22.3,7.9,7.67,1.02,339.2,29.88,12.85
291.1,0.7186,0.3563,0.6963,0.7111,33.7,10.8,5.74,2.81,631.5,16.28,12.8
234.7,0.6597,0.252,0.4565,0.5489,27.1,15.4,5.56,1.38,354.7,36.0,11.07
444.8,0.6485,0.273,0.3291,0.4884,33.8,11.9,9.41,1.72,969.0,41.14,12.85
431.4,0.7917,0.2975,0.5308,0.7102,29.8,11.7,6.77,7.55,766.3,9.3,12.85
479.9,0.6936,0.2559,0.4894,0.576,34.6,8.3,6.02,0.4,1085.7,35.67,12.85
479.1,0.7816,0.5844,0.6865,0.7713,35.0,7.0,5.77,1.47,1100.4,16.39,12.85
364.4,0.8019,0.4121,0.5894,0.7989,22.1,14.3,8.0,0.93,369.1,59.42,12.85
